industry,customer_count,avg_transaction_value,num_transactions,marketing_spend,customer_satisfaction,churn_rate,fraud_cases,issue_identified,cluster
E-commerce,28856,347.1010940082422,1386,41115.13263691265,9.94075034596416,0.14566185645781674,25,Low Sales,0
Telecom,9334,50.49714676348092,1129,366727.3394173832,8.929849567451011,0.24089699100966813,22,Fraud Risk,1
E-commerce,25162,210.19872647187486,593,153044.70476942862,5.826968427574955,0.3413133424269587,28,High Customer Churn,0
Banking,7008,482.6324773703266,1412,228925.21762653382,9.913370706704908,0.4651345281793646,7,Fraud Risk,1
Telecom,8987,278.7108197360579,1693,68194.98431624114,7.312328755593532,0.07926504913473094,18,Operational Inefficiency,0
Healthcare,31966,158.1821616007254,1780,402261.4101803169,2.878303745276284,0.2042693791683495,28,Low Sales,1
Telecom,4332,77.7300623017313,977,284938.2790774085,4.650365893922258,0.042824900331188666,42,Fraud Risk,2
Retail,1787,357.6936032871346,1677,451284.8849738821,4.010440006103959,0.3816898662611538,5,Low Sales,1
Telecom,39990,329.5309008462689,1473,250258.42371734002,4.096123374440703,0.22938911594386677,28,Fraud Risk,1
Retail,10873,199.49058252981183,1323,471005.70754985046,7.844107954238797,0.35639527624221073,23,Fraud Risk,1
Telecom,18006,476.45184889560045,1809,446474.76116875635,6.258366345455142,0.16787526774838077,9,High Acquisition Cost,1
Retail,21225,30.657350234168153,1066,290347.6289473208,1.3428344043057567,0.4237154482890985,13,Low Sales,1
Banking,37444,165.78744878327637,1065,467277.2518841824,8.897036352858784,0.2720657583376562,5,Fraud Risk,1
E-commerce,36340,462.1133534237991,1063,164928.9299108034,3.671165264321481,0.472367832693591,3,High Acquisition Cost,0
Healthcare,40683,174.04901039333137,996,185992.87053858463,9.973673892218294,0.04861917318057676,14,High Acquisition Cost,0
Telecom,6033,141.0813602504818,1458,27511.585896488283,9.587716573013072,0.2619956440256164,36,Low Sales,0
E-commerce,8788,276.4257967669987,1730,296654.44884810725,9.464776450137688,0.38556307053887234,47,Operational Inefficiency,1
Healthcare,16689,415.4248399618582,316,362352.365114822,8.300148436575764,0.3040747975560712,38,Low Sales,2
Healthcare,45220,69.51044522161331,722,387891.99916984106,2.985519985151883,0.02136512880915295,27,Fraud Risk,2
Retail,22598,472.64994062995333,452,79159.06159282113,5.793694696259038,0.4864459523885016,1,Operational Inefficiency,0
Banking,38480,401.6349829669587,791,224858.74079468765,3.0187236414247716,0.15614920960719023,12,Low Sales,2
Banking,30703,107.00012266474494,774,92547.28998648825,3.337079100300543,0.13214615451952721,1,Low Sales,0
E-commerce,1066,361.7638213751181,730,332753.0376828532,6.498565924926496,0.24797333904722396,40,Low Sales,2
Banking,49623,204.78018686602744,424,83183.45434877522,1.3675019081775703,0.275657472686441,31,Low Sales,0
Telecom,46246,213.10144547663296,1000,452561.0235582571,9.725127101386368,0.38548118741901444,4,Operational Inefficiency,1
Banking,8533,395.97924437065586,1351,119164.1496023996,9.26805855320168,0.20270409225290467,2,Fraud Risk,0
E-commerce,16103,482.13670783075145,1268,149244.1218126812,4.426908149419479,0.225580584466484,1,High Acquisition Cost,0
Banking,5616,80.79481896665308,407,426198.6294647449,5.638802032062218,0.2721303588075772,13,Low Sales,2
Telecom,47045,221.9025137018333,753,231941.46702213326,5.195074773409831,0.20324967887340392,39,High Acquisition Cost,2
Retail,39498,250.8519718804657,1757,16877.99317103615,8.93979800755723,0.45812855875956643,43,High Acquisition Cost,0
E-commerce,44492,200.62967213839886,384,249820.19434530966,7.197416886845,0.42711346365078356,48,High Acquisition Cost,2
Retail,12772,194.330779383788,491,46848.951013160906,3.503001226819208,0.23293711058816038,28,Low Sales,0
Retail,24849,45.08896042956634,1861,492745.63575021876,5.021571290187672,0.010095482545285398,47,Low Sales,1
Retail,13940,349.0585378700592,459,296115.2273755232,4.860693781180874,0.4514579028093475,37,Low Sales,2
Healthcare,17932,229.38292021762177,868,131983.64571743435,9.634016514555267,0.07092492098533797,5,Low Sales,0
Healthcare,30769,113.50102526908485,896,284040.2513760708,2.577798194631757,0.12981108344508263,49,High Customer Churn,2
Retail,25648,411.6960811049928,1031,43049.21617396865,1.8061870356498613,0.0846570293390451,33,Fraud Risk,0
E-commerce,48411,405.2291591127814,264,400946.19561306445,8.925569489455212,0.09810962929070165,7,High Customer Churn,2
Telecom,33966,253.46798148266902,832,463037.38666276104,9.070173905552839,0.40340999356601903,45,Operational Inefficiency,2
Telecom,28777,163.25631735092506,680,437849.972162049,8.845651791209482,0.29395570641630286,1,High Customer Churn,2
Banking,33567,326.28450838229713,920,174170.01313778857,5.598792240630007,0.47848662993142077,25,High Customer Churn,0
E-commerce,18174,158.31302517315348,1347,166255.2192234674,6.937699854425144,0.12341222103862107,16,High Customer Churn,0
Healthcare,43598,133.28380655538177,223,22368.3675520685,6.070267428048854,0.24796110498430465,23,Fraud Risk,0
Retail,14798,370.6470339326368,443,327443.1775569538,1.6250304344896083,0.4889399008504103,30,High Acquisition Cost,2
Banking,18558,39.35611506605633,1974,269777.8681739485,6.362514072106502,0.41495732199463714,15,Operational Inefficiency,1
Telecom,45237,65.48886609660511,623,232376.45380703398,1.122527325304908,0.3670216827690406,49,Operational Inefficiency,2
Healthcare,1178,23.258323531323093,1175,454277.32190067996,3.9248866860137754,0.10259784867168804,20,Fraud Risk,1
Healthcare,21470,93.41272950820455,228,88100.05603600893,9.390633182858503,0.3870086464457609,37,High Customer Churn,0
Retail,18118,53.115204181020545,1258,9784.802011640255,3.736407426722268,0.1803069100719997,25,High Acquisition Cost,0
Telecom,23616,497.98513653436095,756,41291.64379977889,9.45843978379823,0.26996307955291127,16,Low Sales,0
E-commerce,1798,158.62878557796301,1250,115568.8617245476,3.251205614343198,0.3084889943893747,49,Fraud Risk,0
Healthcare,8601,91.6486460812387,837,21476.34688541119,3.8310601641537922,0.3085882186468845,45,High Acquisition Cost,0
Retail,26363,135.67820383804062,1038,253907.63676835207,6.655667467946982,0.36599650123762306,41,Fraud Risk,0
E-commerce,3795,469.3402743392646,170,160474.77534062113,7.8546427551036535,0.3342340253946807,3,Fraud Risk,2
Telecom,32926,269.6769070517099,372,94339.08899372567,5.512489912043956,0.04350173086218902,49,Low Sales,0
Healthcare,46264,195.1126862277713,1310,376291.61709958775,8.9390411847474,0.23410004271506257,42,High Acquisition Cost,1
E-commerce,38356,439.2278997964253,1126,106203.40648510237,1.3621637944955731,0.33537058729278985,47,High Customer Churn,0
E-commerce,8297,209.5953298635356,1408,345364.52499192767,9.299753547709335,0.15503656126120705,3,High Acquisition Cost,1
E-commerce,4084,180.804113579694,121,177886.12839458126,2.7667701990586724,0.16339777673603095,18,High Acquisition Cost,2
Healthcare,31329,119.49561082387306,265,258354.7415279645,8.958148705761904,0.0710380983997616,37,High Customer Churn,2
Healthcare,12110,201.3424754765175,1433,467264.1847264033,4.607768615377425,0.21512134312767914,24,Low Sales,1
Banking,1731,172.0084908881245,974,23489.05923382735,8.494813502839339,0.4935469128100256,7,High Acquisition Cost,0
Telecom,2129,345.1059004631077,1600,252630.93120134363,7.044989948233256,0.1498064870311383,17,High Customer Churn,1
Retail,29022,158.999698241949,597,427939.365362171,2.583474692304359,0.27040407741618805,17,Fraud Risk,2
E-commerce,2605,297.0558782828295,533,296047.2529433225,9.262428128933037,0.37418625386175136,47,Fraud Risk,2
Banking,12970,51.628239215346895,857,142050.90589775253,3.209656514396137,0.016613662733292626,6,High Customer Churn,0
Retail,44705,111.8187952143269,333,201852.161896792,3.1972610682549916,0.4512153842031665,16,Fraud Risk,2
Banking,45130,215.5545303734474,936,341731.4862206444,8.327610069736425,0.1994095905152199,2,High Acquisition Cost,2
Healthcare,30265,469.7356418761738,1793,445951.8876853325,1.9528593001526893,0.4358668334883813,21,High Customer Churn,1
E-commerce,33330,201.0809531435338,762,25327.85500457274,2.998323157334143,0.02908435286074424,14,High Acquisition Cost,0
Retail,3933,338.7555781759204,824,40411.716835736326,5.533098160789561,0.08137514041320117,30,Operational Inefficiency,0
Retail,16187,142.4418667622711,475,165900.50418674585,8.47429325817962,0.168039432694004,35,Low Sales,0
Retail,26791,80.97611646715123,829,120225.94379655209,2.3273557726354075,0.17927626880100658,25,Low Sales,0
Retail,25900,48.09756803842406,1369,136140.78868009098,5.929014110611117,0.4254191692837281,47,Low Sales,0
Retail,6074,166.59847930052064,402,114528.64931981105,7.401165326226455,0.015488546540235251,13,High Customer Churn,0
Banking,47805,95.67729286251583,504,101933.39918330307,8.745357022443562,0.32414477047014295,16,Operational Inefficiency,0
E-commerce,27426,103.52501504773961,1911,69658.86360029943,9.420090041819977,0.07434309372748962,8,Low Sales,0
Healthcare,40867,385.164468025736,1786,467307.29523864284,8.061759230220392,0.4133756688484142,6,High Acquisition Cost,1
Healthcare,1893,27.602274053539624,807,76373.78463354576,6.875455583998017,0.39150090031937707,45,Low Sales,0
Healthcare,35158,287.7488603530085,1016,106179.8685089404,4.902580767814893,0.25496130343148826,26,Operational Inefficiency,0
Healthcare,20773,202.1414626848631,120,126901.53337048893,2.008991387695777,0.11421674050106383,27,High Acquisition Cost,2
Banking,5239,263.1439999561027,356,466842.3621995582,7.387634732729691,0.3209027415731226,11,High Acquisition Cost,2
Telecom,21863,290.1585138630094,498,379078.49613253697,9.934635740279383,0.08656657565224636,16,High Customer Churn,2
E-commerce,4432,170.41649333949354,1652,395901.2180061798,7.630845352588899,0.10311165837040018,8,High Customer Churn,1
Retail,36139,161.65225288845693,150,56855.33847155653,1.1503998436395366,0.3170780520904253,43,Fraud Risk,0
Telecom,2515,372.03288768075475,546,418973.38813275745,5.466339802376549,0.4957019385834259,43,Operational Inefficiency,2
Healthcare,32670,438.21295429815547,1393,207055.5754996219,6.531819692346135,0.44661981025374764,7,High Acquisition Cost,0
Telecom,49674,112.43918358009338,926,135097.39797513242,7.207067809925587,0.3006226052650018,26,Operational Inefficiency,0
E-commerce,40094,66.8570050568715,694,289996.29134255374,7.477532520406378,0.27388301669603765,41,Low Sales,2
Retail,15605,450.94198706817247,917,411980.5383792833,6.022975970948716,0.4992085912039732,11,Low Sales,2
Retail,6586,187.94982255075135,735,390432.8147820801,3.0102429946081624,0.2782246023406079,36,Fraud Risk,2
E-commerce,36685,284.6323475181508,1925,445548.7538776604,9.47980595328892,0.21585709576012754,19,High Acquisition Cost,1
E-commerce,49669,192.58070936960166,1385,464425.43207764474,7.269998208972957,0.4556822125299173,0,High Acquisition Cost,1
Healthcare,32186,80.38512144610463,1488,122870.42535673603,3.1315603318246854,0.12475030497595123,8,Fraud Risk,0
Retail,27928,302.87918957490945,1172,214809.6576137895,3.900896490432456,0.0577877352454364,46,Low Sales,0
Telecom,33728,272.06760884942224,1641,12241.126906509657,9.297349035673328,0.3207041168372969,23,High Acquisition Cost,0
Banking,18551,117.43690841177467,1752,440264.2213362047,8.987366680366023,0.05696632054668701,33,Operational Inefficiency,1
Banking,22493,236.89714143309337,1241,81513.21498000994,4.6463179452228065,0.19284278310695047,35,High Acquisition Cost,0
E-commerce,21711,402.53480192751,1576,431430.03210963367,1.344764997923059,0.21755291893504305,3,Low Sales,1
Healthcare,21039,303.40452949178786,874,168046.72438336522,1.4364763200454438,0.2782936528541242,28,High Acquisition Cost,0
Banking,37561,66.52031699215753,1988,187226.1270406634,3.555264618265501,0.49591317741650154,22,High Acquisition Cost,1
Retail,10947,283.05031866998485,1072,24370.46596951039,6.662099974050995,0.11828104443325857,34,High Customer Churn,0
E-commerce,33335,357.3143836590017,1764,166805.0009338332,6.257751718011057,0.1941206254683869,15,High Acquisition Cost,0
Telecom,16859,400.4976347747607,496,444740.0229866257,6.704450082495485,0.07479766096122242,7,Fraud Risk,2
E-commerce,24122,321.97643774444805,782,17645.963555194052,7.45554674738896,0.307730627756285,26,Fraud Risk,0
Telecom,2577,93.27591897957619,1150,206132.09915812904,1.1712902823346458,0.3665598593308384,38,Operational Inefficiency,0
E-commerce,43256,360.8831679632771,810,20542.816757306864,1.9457703565519857,0.24621764338558064,11,High Acquisition Cost,0
E-commerce,29350,345.12408611912787,1495,188607.09542898714,4.235351066444913,0.1304573214620858,43,Operational Inefficiency,0
E-commerce,42932,31.724903811503946,1949,90457.11718624413,2.393739977694236,0.3142352518990564,3,Low Sales,0
Telecom,34798,217.63888044331674,1980,129848.10466784415,1.6778803829009874,0.27418728445073626,46,Low Sales,0
Telecom,32898,179.81611854193918,1220,439411.1947149024,6.768679563975987,0.09388100446782169,24,High Customer Churn,1
E-commerce,16881,341.31779084174883,628,220844.36420783604,8.338028297419893,0.20878413124604384,5,High Customer Churn,2
Banking,11785,123.74518990924194,784,140530.00574394653,7.773639916908542,0.22324657490124553,2,High Acquisition Cost,0
Healthcare,7691,303.6185230276441,712,296722.4970855212,8.353358007482612,0.4914826993480021,38,High Acquisition Cost,2
Healthcare,18297,458.3388616708027,285,75342.94511712827,6.992708896520895,0.4261500577562057,23,Operational Inefficiency,0
Healthcare,7358,402.9451386601317,795,133398.84567332367,7.61810789632782,0.369841686254061,20,Operational Inefficiency,0
Telecom,20581,462.2997133839346,314,275392.7439634298,3.446008967874712,0.4455007424964443,5,High Acquisition Cost,2
Telecom,2462,489.6828641276912,1374,122573.90571479408,9.937072326557479,0.3703873588560703,32,High Acquisition Cost,0
Banking,16511,25.121660962958128,315,341168.2300134323,2.648490890444984,0.45266690901160933,7,High Customer Churn,2
Healthcare,11570,318.91581266118925,128,248288.19461846366,2.9304448695044423,0.03673102629095891,32,High Customer Churn,2
Healthcare,49665,218.16291092427508,201,387134.589776072,3.6002964863426214,0.2334724425407891,47,High Customer Churn,2
E-commerce,45414,432.7301553608584,222,474381.0451826219,9.77799187095921,0.37598018426849844,2,High Acquisition Cost,2
Telecom,16474,140.87105696438323,153,62323.42022696683,9.894597304185154,0.29581494033890665,1,Operational Inefficiency,0
Healthcare,8037,490.89415477523653,1406,170659.1799423497,8.154043747358479,0.09583142043388547,37,Fraud Risk,0
Banking,29129,314.5798253809987,1737,163176.78612481125,6.661518387036703,0.17684112239898178,39,Fraud Risk,0
Banking,43267,400.8979530698389,1240,79835.54507194085,5.68056317666152,0.16570944376307872,38,Operational Inefficiency,0
Healthcare,14386,61.0877853549288,715,406100.0529800681,9.73558761118161,0.13805998746032466,38,Operational Inefficiency,2
Telecom,7221,108.05978468425522,656,381139.95849920105,7.260605225724228,0.1781364212218434,23,Operational Inefficiency,2
Banking,24474,384.0337630564175,213,244790.60806302752,9.502571154934271,0.2622781113459493,20,High Customer Churn,2
E-commerce,41537,30.553530578875332,954,271196.53500833176,3.848957195298615,0.4288858221438052,17,Low Sales,2
Banking,48124,412.10143322901575,1666,34474.34831123565,4.003973130426091,0.3735960045729406,34,High Acquisition Cost,0
Retail,22045,26.695528972117497,775,279976.1394018876,8.69252134706592,0.4192723549679545,10,High Customer Churn,2
Retail,26783,335.4170427494112,1076,396714.05438972,2.3486942852676496,0.4429658348359123,10,Fraud Risk,1
Telecom,41157,195.2450817112668,800,289044.6489240093,9.513350751664682,0.21391372348782756,2,High Acquisition Cost,2
Healthcare,5922,313.5175293052156,1416,136326.65320960735,5.567269191970667,0.1795528791731061,22,Operational Inefficiency,0
Telecom,47407,354.09507535477456,1318,335436.3948054969,9.33772490725328,0.03823545702523929,0,Fraud Risk,1
Telecom,23706,184.38810520942602,391,183936.77283279758,4.031135098532317,0.4659408947194528,22,Operational Inefficiency,2
Telecom,43771,71.82197509320106,360,274712.2757214389,7.443630137254573,0.042253278789690527,21,Operational Inefficiency,2
Telecom,33479,53.43001651916751,1330,246344.85482306776,5.345876097754207,0.3731564025315305,41,Operational Inefficiency,1
E-commerce,6178,302.68929083002297,663,193681.62547776414,6.641232672209258,0.19527306918813772,29,High Acquisition Cost,2
E-commerce,31022,269.9145697923735,148,360844.60029509687,5.5393524382523704,0.4749025795046013,1,Fraud Risk,2
Banking,16240,376.2564843781436,1129,442518.6754330115,9.704040556342253,0.21560499025772323,16,Fraud Risk,1
Retail,27220,264.67304480188983,478,7580.196646077847,7.228948580325255,0.41013809216381103,40,Operational Inefficiency,0
Telecom,37736,222.77397921482196,1517,467140.1770190318,3.261870717636839,0.14850086776020155,49,High Customer Churn,1
Banking,3716,211.08184555339082,323,258199.99236119635,9.18709229714576,0.15655347144948487,19,Low Sales,2
Retail,17574,32.69451324688038,1146,351862.28077981627,3.646267643395939,0.30180451084043275,8,High Customer Churn,1
Healthcare,47279,181.06745681439543,1107,428534.16025705915,4.344445893707706,0.49901149051666216,10,High Acquisition Cost,1
E-commerce,18719,488.4896756117572,756,236216.32769556364,1.9191132821819203,0.2636104848098062,16,Low Sales,2
Retail,9181,439.3066765890026,209,418312.1663156207,9.099698678165717,0.4687912318327124,13,High Customer Churn,2
Healthcare,46763,178.1014721764245,823,92921.8106303251,3.575008209050767,0.3952624158418766,17,Fraud Risk,0
Retail,45066,302.14179443185867,1935,83787.92956750817,3.330258561382441,0.3999735139468451,17,High Customer Churn,0
E-commerce,21213,426.70243785703707,652,330448.327583796,9.282363381954585,0.2236203946730944,43,Operational Inefficiency,2
E-commerce,7380,231.81168164003296,1522,435720.7877481099,8.2497417616453,0.19940570258467233,49,High Acquisition Cost,1
Banking,1615,28.61977460007246,1295,446750.95788033947,2.2697102936743696,0.10404168596449953,7,High Customer Churn,1
Telecom,1463,55.765021672947235,1105,323651.52689673705,7.923920535133126,0.48233122082199026,28,High Customer Churn,1
Retail,32973,264.9885062473792,797,265117.16895361216,9.217297882484116,0.4801028700974718,7,Low Sales,2
Retail,10158,485.3309003244216,825,169039.5784097755,1.7066009638966952,0.37606318981198955,25,Operational Inefficiency,0
Healthcare,21651,352.7405802650565,405,490100.205721669,8.426934954141156,0.15516370042780808,27,Low Sales,2
E-commerce,4158,54.03977189051338,1687,163249.364899794,5.926780466857504,0.13013797476771827,7,High Acquisition Cost,0
Retail,21008,110.89322038009414,1705,373372.12307963864,7.022777044409206,0.49441901876961186,19,High Acquisition Cost,1
E-commerce,47202,390.235108744088,1831,268330.99095297535,5.435689050144433,0.04260597940300698,46,Operational Inefficiency,1
Retail,5938,423.8910847789975,1058,306213.6095500466,7.280227764147508,0.42334650314924144,7,Low Sales,2
Banking,39185,316.4934013705236,1053,199772.87254136996,1.3068807550007788,0.1841744202364126,13,Operational Inefficiency,0
Telecom,23388,329.32312142231194,1274,482587.4471087627,7.864360509009553,0.21524616266633806,12,Low Sales,1
Retail,9881,33.60197618402463,1551,287982.75141913915,1.3000932807306258,0.4176690478869302,39,Fraud Risk,1
E-commerce,6603,417.69452459912407,720,469204.87707710103,5.097698629726091,0.05439547784262543,16,Operational Inefficiency,2
Banking,35980,398.3720999219982,1590,8757.75100608749,2.358684938172654,0.183543142474926,25,High Acquisition Cost,0
Retail,23504,144.33686916960664,729,288471.93867960485,8.412168496161765,0.4764918958130908,5,Low Sales,2
Healthcare,17766,360.16482558344336,976,360007.5104140094,3.822948182581017,0.35254229725791564,16,Fraud Risk,2
Telecom,29386,123.13021108399909,1730,373814.6847252979,5.0868419014389925,0.3799201907548863,3,High Acquisition Cost,1
Retail,12695,39.358477304726236,1891,452963.5564819323,4.858756671684804,0.38117759746818347,24,Low Sales,1
Banking,18796,116.5455404433811,655,7178.796456874207,7.952517691162359,0.03967934075033282,6,Fraud Risk,0
Healthcare,43543,105.74186084206376,166,5163.428833440837,5.3302992381637795,0.10957172069761126,16,High Acquisition Cost,0
Banking,15559,182.11903843272668,1279,238770.41309363156,8.100625015093115,0.25071899547979376,21,High Acquisition Cost,1
Banking,39914,220.8557586442199,934,19500.383977658472,1.6615744912240773,0.19039361391293383,27,Fraud Risk,0
Healthcare,34139,264.09866791889976,305,487393.6140628754,2.724345711126956,0.21134702363509822,49,High Acquisition Cost,2
Banking,39333,248.8418602439975,885,114922.26139798902,5.963808246817246,0.3929092155265796,5,Low Sales,0
Healthcare,9802,149.9238108633389,254,238969.04103559814,9.523794922774256,0.017192825183190284,29,Low Sales,2
Retail,9307,34.00192091555574,1814,35263.12685605069,1.6728206204960228,0.333641043897407,9,High Acquisition Cost,0
Healthcare,41205,310.44877867383235,1632,263413.9660047729,1.3877579454117788,0.010054013582893005,49,High Customer Churn,1
Healthcare,34214,209.9575183267301,1695,193078.28194796722,2.408956074350701,0.04089867753235941,38,Fraud Risk,1
Telecom,35159,163.36263554602385,1197,27106.71429422576,6.7703781597414086,0.21006019872043574,13,High Customer Churn,0
Healthcare,12516,436.1317005586459,1172,170886.51201463124,4.590936250032224,0.4220647747043625,45,Low Sales,0
Healthcare,30086,378.4367877431167,882,198760.83001031354,8.429971414759176,0.08104792512658562,41,High Acquisition Cost,0
Retail,49222,431.7274632187723,1590,495011.1381810953,1.6473983633322922,0.28176449047301966,21,Operational Inefficiency,1
Telecom,31480,257.59174146198126,684,107903.50660009086,2.7677267813323096,0.3424675611451047,40,Operational Inefficiency,0
E-commerce,45659,82.84700102085318,807,274665.9096081993,3.700237649184061,0.12247111324435866,25,High Customer Churn,2
Retail,48766,354.18628933821077,278,493721.19685332116,6.640570780199067,0.26104182508209567,9,High Customer Churn,2
Retail,39737,118.91541436984411,1171,397049.5079303669,7.166554212713925,0.4565895687377142,1,High Customer Churn,1
E-commerce,10265,231.79024116402405,1195,496716.91293663403,2.1178296456739645,0.26099197742911107,2,Low Sales,1
Healthcare,49629,51.20037869546648,212,484307.6657567838,9.494242380925655,0.08708830027594751,47,Low Sales,2
Banking,6454,416.1480331630316,856,247322.07333660638,4.069397216711883,0.3176290053768969,41,High Acquisition Cost,2
Telecom,36918,80.45150770280028,996,349706.04568593006,7.418518867002548,0.3001780882041719,10,Low Sales,2
Banking,27181,453.48680338366864,920,59669.3478358698,5.717869470529289,0.0232078323010843,9,High Acquisition Cost,0
E-commerce,16386,434.8306890855474,258,223368.66839816692,3.0048230219239596,0.05439125881630764,11,High Acquisition Cost,2
Retail,40182,242.9997269308381,885,405464.1784220152,8.616054908038699,0.08682286401909527,13,High Customer Churn,2
Retail,38425,377.2967380659155,1903,255140.98388368599,8.364142253727369,0.07678164800531626,29,Operational Inefficiency,1
Telecom,44254,317.33363543271355,1939,352836.0212445298,4.564646685250211,0.13713822757485725,40,High Customer Churn,1
Retail,25327,405.4763083221175,1153,374146.9083422171,6.297468271244699,0.2325116083854283,12,Low Sales,1
Retail,22181,227.2664483772378,1220,130467.22491523247,3.3204312634234574,0.19214098597050236,29,Fraud Risk,0
Telecom,48662,397.188072437288,350,438471.18960656994,7.208664658716713,0.4464184467882525,37,Low Sales,2
Telecom,22452,241.97927219127104,1642,232612.1033000436,3.781241313583883,0.3099336106091052,10,Operational Inefficiency,1
E-commerce,39248,471.66357816454104,1215,109041.62629266415,8.596708609440114,0.4393107314813031,0,Low Sales,0
Retail,41801,253.45860839607084,212,433380.86148527963,2.9564659384954686,0.26824926920962344,26,Operational Inefficiency,2
Retail,34751,242.05725052819017,358,211820.30902259555,1.1332308053661773,0.05403653063777658,46,Fraud Risk,2
E-commerce,22991,396.8344935504861,206,376404.6569979613,3.416572377711266,0.23701085004255307,38,Fraud Risk,2
Healthcare,42311,414.3572920452022,674,276276.3707496885,2.7194723781353805,0.4127959479527588,42,High Acquisition Cost,2
Healthcare,10916,286.15477487416194,1513,194026.5173560777,5.574577957524318,0.10511084591188295,48,Low Sales,0
Healthcare,11143,106.30295047763619,1090,405888.8254440918,2.8333296249091866,0.05469499658879838,36,High Acquisition Cost,1
E-commerce,26855,244.52395085963818,1481,294312.6161640835,7.868708836475452,0.17142302178574745,8,High Customer Churn,1
Retail,16581,484.67480139664565,1906,198328.2407013807,3.1723357420360356,0.20055993701366842,47,High Customer Churn,1
E-commerce,2907,381.4333726588089,1322,59250.94581588788,7.362713619213901,0.16006626143889316,42,High Customer Churn,0
E-commerce,30424,409.35804986198343,526,448245.4303145204,6.206238307123517,0.07626798495603243,25,High Customer Churn,2
Healthcare,24308,35.756239433235265,1601,22557.444744124943,9.876248708246958,0.1329115312636401,24,High Customer Churn,0
Banking,42984,244.57254206439674,958,432277.73744218785,9.999108793083085,0.34431837825503403,16,Low Sales,2
Retail,42505,330.37814415562656,1972,183180.95481716195,8.82573474985597,0.19910497298365035,5,High Acquisition Cost,1
Healthcare,47525,418.41568814147587,1626,321472.6879331959,7.83985032368876,0.3199492278630923,14,High Acquisition Cost,1
Banking,37942,43.65135371973031,1781,461488.8632986642,4.478107726005163,0.2727888521601789,2,Operational Inefficiency,1
Banking,27957,429.17066510809906,1017,80094.77467442972,7.779490544181732,0.2790359405302578,30,High Customer Churn,0
Telecom,26464,283.2324496361176,1696,285640.485441211,9.610079833715416,0.13178928339442003,27,Fraud Risk,1
Retail,49476,114.71070587650877,1243,383394.26687324507,1.2103981785589975,0.26555608605640896,8,Operational Inefficiency,1
Banking,24649,172.282503895856,1696,380003.9971959334,5.841232301779649,0.02156140979296887,43,Operational Inefficiency,1
Healthcare,43065,155.32618484074916,1432,265187.79772675445,2.9619847394959113,0.22155443373921382,17,Low Sales,1
Telecom,28125,274.8123364584684,1661,314246.0326536967,6.020886842819654,0.2905851833630584,47,Operational Inefficiency,1
Retail,35758,44.809126357343274,726,379975.862095758,5.198023807830021,0.09917785446351354,39,Fraud Risk,2
E-commerce,6596,96.09735607996329,574,421308.6806899188,6.18191723397056,0.13571366806198618,31,High Acquisition Cost,2
Healthcare,17374,410.09266082037556,651,382097.48295355256,5.958659992768518,0.1175701997096535,18,Operational Inefficiency,2
Banking,4775,83.6499155584693,443,180232.4468747151,9.640963352517058,0.044573398080057856,4,Low Sales,2
Banking,28388,132.03020933990095,727,498379.5685235779,5.969674980412624,0.18045008735864412,43,High Customer Churn,2
Healthcare,22029,237.6178906899955,235,220078.83339105567,8.616088793123804,0.48969322556145034,5,Fraud Risk,2
Banking,19445,268.2180262943986,376,17110.027865672044,3.8783825812076187,0.18340139916716894,11,High Customer Churn,0
Telecom,49474,386.53303021479616,1934,184495.3910348037,4.94290619911944,0.23566294470011806,46,Operational Inefficiency,1
Retail,15645,234.71956479977013,1656,68252.5625140524,5.2337212844032885,0.33001275296862387,41,High Acquisition Cost,0
Telecom,32105,399.1350180970586,130,65114.094785545625,3.5085523900184175,0.3277638980728625,16,Low Sales,0
Banking,14668,316.80622738181955,346,144359.8448529127,4.418112353301597,0.47544854020912586,38,Fraud Risk,2
E-commerce,16960,74.28787492343477,510,31420.869617744116,6.386617715200977,0.43020642879557136,6,High Acquisition Cost,0
Retail,12357,95.03909042856252,126,345813.5332627337,6.221689869740791,0.3990358366815246,10,Fraud Risk,2
Retail,38203,229.77618821589,172,41624.497679943015,6.7279181011613245,0.4762973406313722,33,Low Sales,0
Healthcare,16804,210.506908682739,1220,105628.3299407983,4.16636123878127,0.12307503888675408,1,Low Sales,0
Healthcare,15626,376.9012494259014,772,50985.35867458909,3.8424834563775137,0.3123565553646784,13,Operational Inefficiency,0
E-commerce,29132,298.7538271027289,1469,36268.02679700038,6.5045609447874675,0.44472641569385657,17,Fraud Risk,0
Retail,8951,206.30387888107967,575,137537.07444207312,2.1957557358477247,0.3158276975562699,47,Operational Inefficiency,0
E-commerce,7449,101.96493605618511,1423,288089.9889918831,3.27728389178926,0.48893603255736606,42,Fraud Risk,1
Healthcare,20065,128.88180911623766,1422,482519.35044118663,1.379149632576957,0.059172829814125714,8,Fraud Risk,1
Healthcare,36967,296.24048886514834,386,438400.54390305514,1.653497673364721,0.22527194636866815,38,High Customer Churn,2
Retail,40536,223.2506263519004,1572,438587.2930954358,3.19044951334548,0.48890782487523177,3,Operational Inefficiency,1
Telecom,10130,267.1652042531226,311,92153.18283864051,1.1757635226722711,0.19598833399926363,47,Fraud Risk,0
Banking,24824,101.92516894507216,1199,136129.06078142097,3.2086953287871536,0.37238262379865916,13,Fraud Risk,0
